personLabel,person_ID,genderLabel,nacionalidadLabel,occupationLabel,category,decade,birthyear,birthdate,birthdate2,birthcountry,birthplaceLabel,birthpoint,birthpoint2,lat_birth,lon_birth,deathyear,deathdate,deathplaceLabel,deathpoint,deathpoint2,lat_death,lon_death,languages,image,sitelink,Occupation1,Occupation2,Occupation3,Occupation4,Occupation5,Occupation6,Occupation7,Occupation8,Occupation9,Occupation10,Occupation11,Occupation12,Occupation13,Occupation14,Occupation15,Occupation16,Occupation17,Occupation18,Occupation19,Occupation20,Occupation21,Occupation22,Occupation23,Occupation24
Carla Peña,http://www.wikidata.org/entity/Q117014233,femenino,Chile,sociólogo,Ciencia y tecnología,1970,1979,1979-05-21T00:00:00Z,5/21/1979,http://www.wikidata.org/entity/Q298,Valdivia,Point(-73.2459 -39.8142),"-39.814, -73.2459",-39.814,-73.246,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/DPR%20Carla%20Pe%C3%B1a.jpg,https://es.wikipedia.org/wiki/Carla_Pe%C3%B1a,sociólogo,,,,,,,,,,,,,,,,,,,,,,,
Joseline Soledad Tapia Zamora,http://www.wikidata.org/entity/Q59188886,femenino,Chile,"geólogo, profesor de educación superior",Ciencia y tecnología,1970,1979,1979-01-01T00:00:00Z,1/1/1979,http://www.wikidata.org/entity/Q298,Antofagasta,Point(-70.398055555 -23.646388888),"-23.64638888, -70.398055555",-23.646,-70.398,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Joseline%20S%20Tapia%20Zamora.jpg,https://es.wikipedia.org/wiki/Joseline_Tapia,geólogo, profesor de educación superior,,,,,,,,,,,,,,,,,,,,,,
Bárbara Rojas-Ayala,http://www.wikidata.org/entity/Q54193999,femenino,Chile,"investigador, astrofísico",Ciencia y tecnología,1980,1981,1981-12-31T00:00:00Z,12/31/1981,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/B%C3%A1rbara%20Rojas%20Ayala.jpg,https://es.wikipedia.org/wiki/B%C3%A1rbara_Rojas-Ayala,investigador, astrofísico,,,,,,,,,,,,,,,,,,,,,,
Karina Oliva,http://www.wikidata.org/entity/Q106878274,femenino,Chile,"político, politólogo",Ciencia y tecnología,1980,1985,1985-02-21T00:00:00Z,2/21/1985,http://www.wikidata.org/entity/Q298,Puente Alto,Point(-70.583333333 -33.616666666),"-33.61666666, -70.583333333",-33.617,-70.583,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Karina-oliva-encuentroFA.jpg,https://es.wikipedia.org/wiki/Karina_Oliva,político, politólogo,,,,,,,,,,,,,,,,,,,,,,
Javiera Petersen,http://www.wikidata.org/entity/Q111159195,femenino,Chile,"ingeniero, político",Ciencia y tecnología,1990,1990,1990-04-07T00:00:00Z,4/7/1990,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Subsecretaria%20Javiera%20Petersen%20%282022%29.jpg,https://es.wikipedia.org/wiki/Javiera_Petersen,ingeniero, político,,,,,,,,,,,,,,,,,,,,,,
Sascha Hannig,http://www.wikidata.org/entity/Q21400295,femenino,Chile,"investigador, escritor, periodista, analista político",Ciencia y tecnología,1990,1994,1994-01-01T00:00:00Z,1/1/1994,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Saschannig.jpg,https://es.wikipedia.org/wiki/Sascha_Hannig,investigador, escritor, periodista, analista político,,,,,,,,,,,,,,,,,,,,
Ambar Zenteno,http://www.wikidata.org/entity/Q116774920,femenino,Chile,"Q13359947, ingeniero",Ciencia y tecnología,1990,1995,1995-06-26T00:00:00Z,6/26/1995,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/%C3%81mbar_Zenteno,Q13359947, ingeniero,,,,,,,,,,,,,,,,,,,,,,
Eliana Barrios Fuentes,http://www.wikidata.org/entity/Q87272992,femenino,Chile,investigador,Ciencia y tecnología,2000,2000,2000-01-01T00:00:00Z,1/1/2000,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Eliana_Barrios_Fuentes,investigador,,,,,,,,,,,,,,,,,,,,,,,
Valentina Carvajal,http://www.wikidata.org/entity/Q16298206,femenino,Chile,psicólogo clínico,Ciencia y tecnología,2000,2000,2000-04-30T00:00:00Z,4/30/2000,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,,,,,,,,1,,https://es.wikipedia.org/wiki/Valentina_Carvajal,psicólogo clínico,,,,,,,,,,,,,,,,,,,,,,,
Trinidad Matta,http://www.wikidata.org/entity/Q116509679,femenino,Chile,divulgador científico,Ciencia y tecnología,2000,2006,2006-09-26T00:00:00Z,9/26/2006,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Trinidad_Matta,divulgador científico,,,,,,,,,,,,,,,,,,,,,,,
Carmen Jaureguiberry,http://www.wikidata.org/entity/Q5752561,femenino,Chile,periodista,Comunicaciones,1900,1901,1901-01-01T00:00:00Z,1/1/1901,http://www.wikidata.org/entity/Q414,Córdoba,Point(-64.183333333 -31.416666666),"-31.41666666, -64.183333333",-31.417,-64.183,,,,,,,,1,,https://es.wikipedia.org/wiki/Carmen_Jaureguiberry,periodista,,,,,,,,,,,,,,,,,,,,,,,
Loreto Urbina,http://www.wikidata.org/entity/Q5979172,femenino,Chile,periodista,Comunicaciones,1900,1901,1901-01-01T00:00:00Z,1/1/1901,http://www.wikidata.org/entity/Q298,La Serena,Point(-71.252 -29.9027),"-29.902, -71.252",-29.902,-71.252,,,,,,,,1,,https://es.wikipedia.org/wiki/Loreto_Urbina,periodista,,,,,,,,,,,,,,,,,,,,,,,
Verónica Saquel,http://www.wikidata.org/entity/Q20015805,femenino,Chile,productor de televisión,Comunicaciones,1900,1901,1901-01-01T00:00:00Z,1/1/1901,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Ver%C3%B3nica_Saquel,productor de televisión,,,,,,,,,,,,,,,,,,,,,,,
Blanca Löwe,http://www.wikidata.org/entity/Q76823344,femenino,Chile,presentador de televisión,Comunicaciones,1920,1922,1922-01-01T00:00:00Z,1/1/1922,http://www.wikidata.org/entity/Q298,Chile,Point(-71.0 -33.0),"-33, -71",-33.000,-71.000,2001,2001-08-05T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Blanca_L%C3%B6we,presentador de televisión,,,,,,,,,,,,,,,,,,,,,,,
Alodia Corral,http://www.wikidata.org/entity/Q22815257,femenino,Chile,locutor,Comunicaciones,1920,1927,1927-03-02T00:00:00Z,3/2/1927,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,2016,2016-02-18T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1,,https://es.wikipedia.org/wiki/Alodia_Corral,locutor,,,,,,,,,,,,,,,,,,,,,,,
Gina Zuanic,http://www.wikidata.org/entity/Q2878534,femenino,Chile,presentador de televisión,Comunicaciones,1930,1932,1932-01-01T00:00:00Z,1/1/1932,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Gina_Zuanic,presentador de televisión,,,,,,,,,,,,,,,,,,,,,,,
Sonia Fuchs,http://www.wikidata.org/entity/Q18419743,femenino,Chile,"realizador de televisión, productor de televisión",Comunicaciones,1930,1933,1933-01-01T00:00:00Z,1/1/1933,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1991,1991-02-07T00:00:00Z,Pucón,Point(-71.966666666 -39.266666666),"-39.26666666, -71.966666666",-39.267,-71.967,1,,https://es.wikipedia.org/wiki/Sonia_Fuchs,realizador de televisión, productor de televisión,,,,,,,,,,,,,,,,,,,,,,
Florencia Varas,http://www.wikidata.org/entity/Q96465053,femenino,Chile,periodista,Comunicaciones,1930,1938,1938-03-08T00:00:00Z,3/8/1938,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Florencia%20Varas.jpg,https://es.wikipedia.org/wiki/Florencia_Varas_(periodista),periodista,,,,,,,,,,,,,,,,,,,,,,,
Malú Sierra,http://www.wikidata.org/entity/Q123669390,femenino,Chile,periodista,Comunicaciones,1940,1941,1941-05-15T00:00:00Z,5/15/1941,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Mal%C3%BA_Sierra,periodista,,,,,,,,,,,,,,,,,,,,,,,
Gricelda Núñez,http://www.wikidata.org/entity/Q5885719,femenino,Chile,periodista,Comunicaciones,1940,1945,1945-01-01T00:00:00Z,1/1/1945,http://www.wikidata.org/entity/Q298,Batuco,Point(-70.8085 -33.2299),"-33.229, -70.8085",-33.229,-70.809,,,,,,,,1,,https://es.wikipedia.org/wiki/Gricelda_N%C3%BA%C3%B1ez,periodista,,,,,,,,,,,,,,,,,,,,,,,
Marcia Scantlebury,http://www.wikidata.org/entity/Q25406355,femenino,Chile,periodista,Comunicaciones,1940,1945,1945-01-01T00:00:00Z,1/1/1945,http://www.wikidata.org/entity/Q298,La Serena,Point(-71.252 -29.9027),"-29.902, -71.252",-29.902,-71.252,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/La%20periodista%20Marcia%20Scantlebury%20%2846640211212%29.jpg,https://es.wikipedia.org/wiki/Marcia_Scantlebury,periodista,,,,,,,,,,,,,,,,,,,,,,,
Ximena Abogabir,http://www.wikidata.org/entity/Q53996933,femenino,Chile,periodista,Comunicaciones,1940,1947,1947-11-01T00:00:00Z,11/1/1947,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Ximena_Abogabir,periodista,,,,,,,,,,,,,,,,,,,,,,,
Margarita Pastene,http://www.wikidata.org/entity/Q95185823,femenino,Chile,"autor, periodista",Comunicaciones,1940,1949,1949-01-01T00:00:00Z,1/1/1949,http://www.wikidata.org/entity/Q298,Antofagasta,Point(-70.398055555 -23.646388888),"-23.64638888, -70.398055555",-23.646,-70.398,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Margarita%20Pastene.jpg,https://es.wikipedia.org/wiki/Margarita_Pastene_Valladares,autor, periodista,,,,,,,,,,,,,,,,,,,,,,
Mercedes Ducci,http://www.wikidata.org/entity/Q9031675,femenino,Chile,periodista,Comunicaciones,1950,1951,1951-09-06T00:00:00Z,9/6/1951,http://www.wikidata.org/entity/Q298,Chile,Point(-71.0 -33.0),"-33, -71",-33.000,-71.000,,,,,,,,1,,https://es.wikipedia.org/wiki/Mercedes_Ducci,periodista,,,,,,,,,,,,,,,,,,,,,,,
Eli de Caso,http://www.wikidata.org/entity/Q16298695,femenino,Chile,"presentador de televisión, locutor",Comunicaciones,1950,1953,1953-11-29T00:00:00Z,11/29/1953,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Eli%20de%20Caso%202013.jpg,https://es.wikipedia.org/wiki/Eli_de_Caso,presentador de televisión, locutor,,,,,,,,,,,,,,,,,,,,,,
Karin Ebensperger,http://www.wikidata.org/entity/Q5958172,femenino,Chile,periodista,Comunicaciones,1950,1955,1955-03-04T00:00:00Z,3/4/1955,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Karin_Ebensperger,periodista,,,,,,,,,,,,,,,,,,,,,,,
Gemma Contreras,http://www.wikidata.org/entity/Q20749264,femenino,Chile,periodista,Comunicaciones,1950,1956,1956-10-28T00:00:00Z,10/28/1956,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Gemma_Contreras,periodista,,,,,,,,,,,,,,,,,,,,,,,
Susana Roccatagliata,http://www.wikidata.org/entity/Q6136363,femenino,Chile,periodista,Comunicaciones,1950,1956,1956-01-22T00:00:00Z,1/22/1956,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Susana_Roccatagliata,periodista,,,,,,,,,,,,,,,,,,,,,,,
Pilar Bernstein,http://www.wikidata.org/entity/Q20735670,femenino,Chile,"editor, periodista",Comunicaciones,1950,1957,1957-05-06T00:00:00Z,5/6/1957,http://www.wikidata.org/entity/Q298,Rancagua,Point(-70.739805555 -34.165388888),"-34.16538888, -70.739805555",-34.165,-70.740,,,,,,,,1,,https://es.wikipedia.org/wiki/Pilar_Bernstein,editor, periodista,,,,,,,,,,,,,,,,,,,,,,
Mónica Villarroel,http://www.wikidata.org/entity/Q123669133,femenino,Chile,periodista,Comunicaciones,1960,1965,1965-08-10T00:00:00Z,8/10/1965,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%B3nica%20Villarroel.jpg,https://es.wikipedia.org/wiki/M%C3%B3nica_Villarroel,periodista,,,,,,,,,,,,,,,,,,,,,,,
Mirna Schindler,http://www.wikidata.org/entity/Q6018235,femenino,Chile,periodista,Comunicaciones,1960,1967,1967-05-09T00:00:00Z,5/9/1967,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/23-05-2012%20Mirna%20Schindler.jpg,https://es.wikipedia.org/wiki/Mirna_Schindler,periodista,,,,,,,,,,,,,,,,,,,,,,,
Vanessa Reiss,http://www.wikidata.org/entity/Q6159546,femenino,Chile,periodista,Comunicaciones,1960,1968,1968-01-01T00:00:00Z,1/1/1968,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Vanessa_Reiss,periodista,,,,,,,,,,,,,,,,,,,,,,,
Paulina de Allende-Salazar,http://www.wikidata.org/entity/Q95609200,femenino,Chile,periodista,Comunicaciones,1960,1969,1969-12-27T00:00:00Z,12/27/1969,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Paulina%20de%20Allende%20Salazar%202014.jpg,https://es.wikipedia.org/wiki/Paulina_de_Allende-Salazar,periodista,,,,,,,,,,,,,,,,,,,,,,,
Carola Fuentes,http://www.wikidata.org/entity/Q5753125,femenino,Chile,periodista,Comunicaciones,1970,1970,1970-01-01T00:00:00Z,1/1/1970,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Carola_Fuentes,periodista,,,,,,,,,,,,,,,,,,,,,,,
Alejandra Gouet,http://www.wikidata.org/entity/Q5664685,femenino,Chile,periodista,Comunicaciones,1970,1973,1973-04-13T00:00:00Z,4/13/1973,http://www.wikidata.org/entity/Q298,Concepción,Point(-73.050277777 -36.826944444),"-36.82694444, -73.050277777",-36.827,-73.050,,,,,,,,1,,https://es.wikipedia.org/wiki/Alejandra_Gouet,periodista,,,,,,,,,,,,,,,,,,,,,,,
Marlene Pérez,http://www.wikidata.org/entity/Q111458088,femenino,Chile,"político, comunicador",Comunicaciones,1970,1973,1973-05-10T00:00:00Z,5/10/1973,http://www.wikidata.org/entity/Q298,Talcahuano,Point(-73.1141 -36.7145),"-36.714, -73.1141",-36.714,-73.114,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Marlene%20P%C3%A9rez%20Cartes.jpg,https://es.wikipedia.org/wiki/Marlene_P%C3%A9rez,político, comunicador,,,,,,,,,,,,,,,,,,,,,,
Mónica Maureira,http://www.wikidata.org/entity/Q123669183,femenino,Chile,periodista,Comunicaciones,1970,1973,1973-01-14T00:00:00Z,1/14/1973,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Monica%20Maureira.jpg,https://es.wikipedia.org/wiki/M%C3%B3nica_Maureira,periodista,,,,,,,,,,,,,,,,,,,,,,,
Carolina Brethauer,http://www.wikidata.org/entity/Q5753178,femenino,Chile,"presentador de televisión, periodista",Comunicaciones,1970,1974,1974-01-03T00:00:00Z,1/3/1974,http://www.wikidata.org/entity/Q298,Viña del Mar,Point(-71.5518 -33.0245),"-33.024, -71.5518",-33.024,-71.552,,,,,,,,1,,https://es.wikipedia.org/wiki/Carolina_Brethauer,presentador de televisión, periodista,,,,,,,,,,,,,,,,,,,,,,
Carolina Urrejola,http://www.wikidata.org/entity/Q5753283,femenino,Chile,"presentador de noticias, periodista",Comunicaciones,1970,1974,1974-05-08T00:00:00Z,5/8/1974,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Carola%20Urrejola%20%285529599196%29.jpg,https://es.wikipedia.org/wiki/Carolina_Urrejola,presentador de noticias, periodista,,,,,,,,,,,,,,,,,,,,,,
Verónica Moscoso,http://www.wikidata.org/entity/Q6160737,femenino,Chile,periodista,Comunicaciones,1970,1974,1974-06-20T00:00:00Z,6/20/1974,http://www.wikidata.org/entity/Q298,Concepción,Point(-73.050277777 -36.826944444),"-36.82694444, -73.050277777",-36.827,-73.050,,,,,,,,1,,https://es.wikipedia.org/wiki/Ver%C3%B3nica_Moscoso,periodista,,,,,,,,,,,,,,,,,,,,,,,
Lucía Pinto,http://www.wikidata.org/entity/Q56123803,femenino,Chile,"político, periodista",Comunicaciones,1970,1975,1975-09-18T00:00:00Z,9/18/1975,http://www.wikidata.org/entity/Q298,Vicuña,Point(-70.7 -30.016666666),"-30.01666666, -70.7",-30.017,-70.700,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Lucia-pinto.jpg,https://es.wikipedia.org/wiki/Luc%C3%ADa_Pinto,político, periodista,,,,,,,,,,,,,,,,,,,,,,
Magdalena Montes,http://www.wikidata.org/entity/Q5989695,femenino,Chile,presentador de televisión,Comunicaciones,1970,1975,1975-08-15T00:00:00Z,8/15/1975,http://www.wikidata.org/entity/Q298,Iquique,Point(-70.1524 -20.2141),"-20.214, -70.1524",-20.214,-70.152,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Iv%C3%A1n%20Zamorano%20y%20Magdalena%20Montes%20-%20Telet%C3%B3n%202011%20-%20Plaza%20de%20Maip%C3%BA.jpg,https://es.wikipedia.org/wiki/Magdalena_Montes,presentador de televisión,,,,,,,,,,,,,,,,,,,,,,,
Patricia Gálvez Parra,http://www.wikidata.org/entity/Q123679586,femenino,Chile,periodista,Comunicaciones,1970,1975,1975-08-18T00:00:00Z,8/18/1975,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Patricia%20Galvez.jpg,https://es.wikipedia.org/wiki/Patricia_G%C3%A1lvez_Parra,periodista,,,,,,,,,,,,,,,,,,,,,,,
Verónica Calabi,http://www.wikidata.org/entity/Q110103855,femenino,Chile,"personalidad de radio, presentador",Comunicaciones,1970,1975,1975-07-22T00:00:00Z,7/22/1975,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Ver%C3%B3nica_Calabi,personalidad de radio, presentador,,,,,,,,,,,,,,,,,,,,,,
Rocío Alorda Zelada,http://www.wikidata.org/entity/Q123669532,femenino,Chile,periodista,Comunicaciones,1980,1981,1981-06-20T00:00:00Z,6/20/1981,http://www.wikidata.org/entity/Q298,Quinta Normal,Point(-70.7 -33.45),"-33.4, -70.7",-33.400,-70.700,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Roc%C3%ADo%20Alorda%20Zelada%20votando%20en%20las%20elecciones%20del%20Colegio%20de%20Periodistas.jpg,https://es.wikipedia.org/wiki/Roc%C3%ADo_Alorda_Zelada,periodista,,,,,,,,,,,,,,,,,,,,,,,
Sol Leyton,http://www.wikidata.org/entity/Q17630447,femenino,Chile,periodista,Comunicaciones,1980,1982,1982-06-21T00:00:00Z,6/21/1982,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Sol_Leyton,periodista,,,,,,,,,,,,,,,,,,,,,,,
Carla Zunino,http://www.wikidata.org/entity/Q21503435,femenino,Chile,periodista,Comunicaciones,1980,1983,1983-01-01T00:00:00Z,1/1/1983,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Carla%20Zunino%20%288208656160%29%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/Carla_Zunino,periodista,,,,,,,,,,,,,,,,,,,,,,,
Nathalie Castillo,http://www.wikidata.org/entity/Q111398786,femenino,Chile,"político, periodista",Comunicaciones,1980,1983,1983-07-02T00:00:00Z,7/2/1983,http://www.wikidata.org/entity/Q298,El Salvador,Point(-69.6259 -26.2463),"-26.246, -69.6259",-26.246,-69.626,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Nathalie%20Castillo%20Rojas.jpg,https://es.wikipedia.org/wiki/Nathalie_Castillo,político, periodista,,,,,,,,,,,,,,,,,,,,,,
Bernardita Middleton,http://www.wikidata.org/entity/Q18638462,femenino,Chile,periodista,Comunicaciones,1980,1985,1985-05-31T00:00:00Z,5/31/1985,http://www.wikidata.org/entity/Q298,Viña del Mar,Point(-71.5518 -33.0245),"-33.024, -71.5518",-33.024,-71.552,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Berni%20Middleton.jpg,https://es.wikipedia.org/wiki/Bernardita_Middleton,periodista,,,,,,,,,,,,,,,,,,,,,,,
Natalia Romero Talguia,http://www.wikidata.org/entity/Q111444781,femenino,Chile,"político, periodista",Comunicaciones,1980,1985,1985-06-29T00:00:00Z,6/29/1985,http://www.wikidata.org/entity/Q298,Rancagua,Point(-70.739805555 -34.165388888),"-34.16538888, -70.739805555",-34.165,-70.740,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Natalia%20Romero%20Talguia.jpg,https://es.wikipedia.org/wiki/Natalia_Romero_Talguia,político, periodista,,,,,,,,,,,,,,,,,,,,,,
Magdalena Grant,http://www.wikidata.org/entity/Q20972267,femenino,Chile,periodista,Comunicaciones,1980,1987,1987-03-13T00:00:00Z,3/13/1987,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,,https://es.wikipedia.org/wiki/Magdalena_Grant,periodista,,,,,,,,,,,,,,,,,,,,,,,
Josefa Barraza,http://www.wikidata.org/entity/Q115244569,femenino,Chile,"escritor, editor, periodista",Comunicaciones,1990,1994,1994-07-07T00:00:00Z,7/7/1994,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Josefa%20Barraza%2002.jpg,https://es.wikipedia.org/wiki/Josefa_Barraza,escritor, editor, periodista,,,,,,,,,,,,,,,,,,,,,
Andrea Hernández Gutiérrez,http://www.wikidata.org/entity/Q123679670,femenino,Chile,periodista deportivo,Comunicaciones,1990,1997,1997-04-26T00:00:00Z,4/26/1997,http://www.wikidata.org/entity/Q298,Parral,Point(-71.833333333 -36.15),"-36.1, -71.833333333",-36.100,-71.833,,,,,,,,1,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20Hern%C3%A1ndez.jpg,https://es.wikipedia.org/wiki/Andrea_Hern%C3%A1ndez_Guti%C3%A9rrez,periodista deportivo,,,,,,,,,,,,,,,,,,,,,,,
Fernando Roldán,http://www.wikidata.org/entity/Q3069542,masculino,Chile,futbolista,Deporte,1920,1921,1921-10-15T00:00:00Z,10/15/1921,http://www.wikidata.org/entity/Q298,Chile,Point(-71.0 -33.0),"-33, -71",-33.000,-71.000,2019,2019-06-23T00:00:00Z,,,,,,18,http://commons.wikimedia.org/wiki/Special:FilePath/Fernando%20Rold%C3%A1n%2C%20Estadio%2C%201950-02-04%20%28351%29.jpg,https://es.wikipedia.org/wiki/Fernando_Rold%C3%A1n,futbolista,,,,,,,,,,,,,,,,,,,,,,,
